ItemNo,Participant,Trial,ACondition,Plaus,Heard Answer,HA Wlength,Anumber,List,QCondition,QFile,Qnumber,Question,Expected Answer,EA Wlength,QLSA,response,Correct,Incorrect,Prop Heard,Block,Plaus HIT,Plaus Incorrect,NumberOfPlausibleWordsReported,NumberOfPlausibleWordsNotReported,Prop Expected
31,50927,4,Plausible,6.82,Buzz Lightyear,2,6,1b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Buzz Lightyear ,2,0,1,1,2,0,2,0,1
13,50927,5,Plausible,7,New Years Eve,3,16,1b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,New years eve ,3,0,1,1,3,0,3,0,1
10,50927,6,Plausible,5.64,The Amazon River,3,21,1b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Amazon River ,2,1,0.666666667,2,2,1,2,1,0.666666667
17,50927,7,Plausible,6.55,December 25th,3,7,1b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December 25th ,3,0,1,2,3,0,3,0,1
18,50927,8,Plausible,7,October thirty first,3,18,1b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,October 31st,3,0,1,2,3,0,3,0,1
20,50927,9,Plausible,6.91,The Thames,2,25,1b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,The Thanes,2,0,1,2,2,0,2,0,1
29,50927,10,Plausible,6.55,Andy Murray,2,2,1b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,Andy Murray ,2,0,1,2,2,0,2,0,1
15,50927,11,Plausible,6.64,Big Ben,2,3,1b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,BIG BEN,2,0,1,3,2,0,2,0,1
23,50927,12,Plausible,6.82,Ten Downing Street,3,20,1b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,10 downing st,3,0,1,3,3,0,3,0,1
6,50927,13,Plausible,5.64,The Northern Lights,3,24,1b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,The northern lights ,3,0,1,3,3,0,3,0,1
9,50927,14,Plausible,6.91,The Tube,2,26,1b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,The tube,2,0,1,3,2,0,2,0,1
4,40394,1,Plausible,6.27,Twice a day,3,30,1a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,twice a day,3,0,1,1,3,0,3,0,1
8,40394,2,Plausible,6.46,A knife and fork,4,1,1a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,A knife and fork,4,0,1,1,4,0,4,0,1
3,40394,3,Plausible,6.64,It hit an iceberg,4,12,1a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,I dont know,0,4,0,1,0,4,0,4,0
5,40394,4,Plausible,6.27,Molly and Arthur,3,15,1a,Predictable,15P,15,What are the names of Ron Weasley's mum and dad?,Molly and Arthur,3,0.67,i dont know,0,3,0,1,0,3,0,3,0
7,40394,5,Plausible,6.91,Black and white,3,4,1a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,black and white,3,0,1,1,3,0,3,0,1
19,40394,6,Plausible,6.27,The Eiffel Tower,3,22,1a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,the eiffel tower,3,0,1,2,3,0,3,0,1
12,40394,7,Plausible,6.82,Harry Potter,2,10,1a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,harry potter,2,0,1,2,2,0,2,0,1
1,40394,8,Plausible,6.91,Ham and pineapple,3,9,1a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,ham and pineapple,3,0,1,2,3,0,3,0,1
25,40394,9,Plausible,7,New York,2,17,1a,Predictable,17P,17,Which city is the statue of liberty in?,New York,2,0.97,new york,2,0,1,2,2,0,2,0,1
16,40394,10,Plausible,7,James bond,2,13,1a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,james bond,2,0,1,2,2,0,2,0,1
28,40394,11,Plausible,6.91,Donald Trump,2,8,1a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,donald trump,2,0,1,3,2,0,2,0,1
21,40394,12,Plausible,5.27,The North Pole,3,23,1a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,lapland,0,3,0,3,0,3,0,3,0
27,40394,13,Plausible,6.91,Snow White,2,19,1a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,snow white,2,0,1,3,2,0,2,0,1
14,40394,14,Plausible,5.82,Robin hood,2,31,1a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,robin hood,2,0,1,3,2,0,2,0,1
6,64373,1,Implausible,2.64,Ham and pineapple,3,9,4b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,nothing,0,3,0,1,0,3,0,3,0
15,64373,2,Implausible,2.91,Twice a day,3,30,4b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,westly,0,3,0,1,0,2,0,2,0
18,64373,3,Implausible,1.09,Robin hood,2,31,4b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,23rd,0,2,0,1,0,3,0,3,0
2,64373,4,Implausible,1.55,It hit an iceberg,4,12,4b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,higher hill,0,4,0,1,0,2,0,2,0
22,64373,5,Implausible,1.82,Molly and Arthur,3,15,4b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,north Carolina ,0,3,0,1,0,3,0,3,0
10,64373,6,Implausible,1.91,Snow White,2,19,4b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,salt white,1,1,0.5,2,0,3,0,3,0
24,64373,7,Implausible,1.55,Black and white,3,4,4b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,black and white,2,1,0.666666667,2,0,2,0,2,0
20,64373,8,Implausible,1.27,Donald Trump,2,8,4b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,Donald trump,2,0,1,2,0,2,0,2,0
11,64373,9,Implausible,1.09,New York,2,17,4b,Unpredictable,28U,28,Who did you see when you visited London?,Theresa May,2,0.38,cher,0,2,0,2,0,2,0,2,0
13,64373,10,Implausible,1.46,Harry Potter,2,10,4b,Unpredictable,16U,16,When would you next like to go for drinks?,New Years Eve,3,0.57,harry potter ,2,0,1,2,0,3,0,3,0
17,64373,11,Implausible,1,A knife and fork,4,1,4b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,a life to far,1,3,0.25,3,0,3,0,3,0
29,64373,12,Implausible,1.36,The North Pole,3,23,4b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,brenda bowls,0,3,0,3,0,2,0,2,0
23,64373,13,Implausible,1.27,James bond,2,13,4b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,james bond,2,0,1,3,0,3,0,3,0
31,64373,14,Implausible,1.27,The Eiffel Tower,3,22,4b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,the Eiffel tower,2,1,0.666666667,3,0,2,0,2,0
16,71349,1,Implausible,3.36,Kings Cross,2,14,4a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,Kings cross,2,0,1,1,0,2,0,2,0
5,71349,2,Implausible,1.55,The Tube,2,26,4a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Ching,0,2,0,1,0,3,0,3,0
14,71349,3,Implausible,1.64,Ten Downing Street,3,20,4a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,straight,0,3,0,1,0,2,0,2,0
19,71349,4,Implausible,1.09,October thirty first,3,18,4a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,October 31st,3,0,1,1,0,3,0,3,0
21,71349,5,Implausible,1.64,New Years Eve,3,16,4a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,New years eve,3,0,1,1,0,3,0,3,0
28,71349,6,Implausible,1.09,The Amazon River,3,21,4a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,in the middle,0,3,0,2,0,2,0,2,0
3,71349,7,Implausible,2.09,Andy Murray,2,2,4a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,at the many,0,2,0,2,0,4,0,4,0
27,71349,8,Implausible,1.27,The Thames,2,25,4a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,at the end,0,2,0,2,0,2,0,2,0
12,71349,9,Implausible,4.91,The White House,3,27,4a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,The lighthouse,1,2,0.333333333,2,0,2,0,2,0
4,71349,10,Implausible,1.36,Big Ben,2,3,4a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,Big ben,2,0,1,2,0,3,0,3,0
7,71349,11,Implausible,1.27,Tom Hanks,2,29,4a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,Tom Hanks,2,0,1,3,0,3,0,3,0
1,71349,12,Implausible,1.64,December 25th,3,7,4a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,December 25th,3,0,1,3,0,3,0,3,0
26,71349,13,Implausible,2.18,The Northern Lights,3,24,4a,Unpredictable,11U,11,Who did you see when you visited America?,Hillary Clinton,2,0.37,The northern lights,3,0,1,3,0,2,0,2,0
25,71349,14,Implausible,1.27,Buzz Lightyear,2,6,4a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,Lights on,0,2,0,3,0,2,0,2,0
15,39579,1,Implausible,2.91,Twice a day,3,30,4b,Unpredictable,3U,3,What is your brother's nickname?,Big Ben,2,0.11,Flashman,0,3,0,1,0,2,0,2,0
11,39579,2,Implausible,1.09,New York,2,17,4b,Unpredictable,28U,28,Who did you see when you visited London?,Theresa May,2,0.38,Kier,0,2,0,1,0,2,0,2,0
22,39579,3,Implausible,1.82,Molly and Arthur,3,15,4b,Unpredictable,27U,27,Where would you like to go when you visit America?,The White House,3,0.41,Santa monica,0,3,0,1,0,3,0,3,0
6,39579,4,Implausible,2.64,Ham and pineapple,3,9,4b,Unpredictable,24U,24,What can you see out of your window?,The Northern Lights,3,0.28,Nothing,0,3,0,1,0,3,0,3,0
10,39579,5,Implausible,1.91,Snow White,2,19,4b,Unpredictable,21U,21,Where did you go swimming yesterday?,The Amazon river,3,0.34,Snow White ,2,0,1,1,0,3,0,3,0
29,39579,6,Implausible,1.36,The North Pole,3,23,4b,Unpredictable,2U,2,Who is your favourite sportsman?,Andy Murray,2,0.19,David beckham,0,3,0,2,0,2,0,2,0
2,39579,7,Implausible,1.55,It hit an iceberg,4,12,4b,Unpredictable,14U,14,Where are you getting a train from?,Kings Cross,2,0.32,The station,0,4,0,2,0,2,0,2,0
23,39579,8,Implausible,1.27,James bond,2,13,4b,Unpredictable,20U,20,Where would you like to go today?,Ten Downing Street,3,0.3,Sainsburys,0,2,0,2,0,3,0,3,0
18,39579,9,Implausible,1.09,Robin hood,2,31,4b,Unpredictable,18U,18,When do you next have a day off work?,October thirty first,3,0.58,Robin hood,2,0,1,2,0,3,0,3,0
31,39579,10,Implausible,1.27,The Eiffel Tower,3,22,4b,Unpredictable,6U,6,Who is your favourite animated character?,Buzz Lightyear,2,0.16,The eiffel tower,2,1,0.666666667,2,0,2,0,2,0
20,39579,11,Implausible,1.27,Donald Trump,2,8,4b,Unpredictable,25U,25,Where did you go on your boat ride yesterday?,The Thames,2,0.33,Donald trump,2,0,1,3,0,2,0,2,0
13,39579,12,Implausible,1.46,Harry Potter,2,10,4b,Unpredictable,16U,16,When would you next like to go for drinks?,New Years Eve,3,0.57,Harry potter,2,0,1,3,0,3,0,3,0
17,39579,13,Implausible,1,A knife and fork,4,1,4b,Unpredictable,7U,7,When is your birthday?,December twenty fifth,3,0.5,A knife and fork,4,0,1,3,0,3,0,3,0
24,39579,14,Implausible,1.55,Black and white,3,4,4b,Unpredictable,5U,5,Which tourist attraction would you like to visit in London?,Buckingham Palace,2,0.33,Black and white,2,1,0.666666667,3,0,2,0,2,0
5,56496,1,Implausible,1.64,The Tube,2,26,2a,Predictable,15P,15,What are the names of Ron Weasley's Mum and Dad?,Molly and Arthur,3,0.67,the chi,0,2,0,1,0,3,0,3,0
27,56496,2,Implausible,1.18,The Thames,2,25,2a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,witchy,0,2,0,1,0,2,0,2,0
4,56496,3,Implausible,1.18,Big Ben,2,3,2a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,daily,0,2,0,1,0,3,0,3,0
3,56496,4,Implausible,1.36,Andy Murray,2,2,2a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,hit a berg,0,2,0,1,1,3,1,3,0.25
16,56496,5,Implausible,1.36,Kings Cross,2,14,2a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,kings cross,2,0,1,1,0,2,0,2,0
8,56496,6,Implausible,1.09,Theresa May,2,28,2a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,takeaway,0,2,0,2,0,4,0,4,0
12,56496,7,Implausible,1,The White House,3,27,2a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,the White House,3,0,1,2,0,2,0,2,0
28,56496,8,Implausible,1.73,The Amazon River,3,21,2a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,the Amazon river,3,0,1,2,0,2,0,2,0
7,56496,9,Implausible,1.09,Tom Hanks,2,29,2a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,whitehouse,0,2,0,2,0,3,0,3,0
19,56496,10,Implausible,1.09,October thirty first,3,18,2a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,no idea!,0,3,0,2,0,3,0,3,0
21,56496,11,Implausible,1.27,New Years Eve,3,16,2a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,revision,0,3,0,3,0,3,0,3,0
14,56496,12,Implausible,1.82,Ten Downing Street,3,20,2a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,10 Downing Street,3,0,1,3,0,2,0,2,0
25,56496,13,Implausible,1.55,Buzz Lightyear,2,6,2a,Predictable,17P,17,Which city is the statue of Liberty in?,New York,2,0.97,the ....,0,2,0,3,0,2,0,2,0
1,56496,14,Implausible,1.09,December 25th,3,7,2a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,December 25th,3,0,1,3,0,3,0,3,0
5,96632,1,Plausible,7,Molly and Arthur,3,15,3a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Anna ,0,3,0,1,0,3,0,3,0
3,96632,2,Plausible,6.09,It hit an iceberg,4,12,3a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,it hit an iceburg,4,0,1,1,4,0,4,0,1
1,96632,3,Plausible,4.91,Ham and pineapple,3,9,3a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,apple pie,0,3,0,1,0,3,0,3,0
4,96632,4,Plausible,6.64,Twice a day,3,30,3a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,twice a day,3,0,1,1,3,0,3,0,1
19,96632,5,Plausible,5.1,The Eiffel Tower,3,22,3a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,the Eiffel Tower,3,0,1,1,3,0,3,0,1
28,96632,6,Plausible,6.91,Donald Trump,2,8,3a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,Donald Trump,2,0,1,2,2,0,2,0,1
8,96632,7,Plausible,6.27,A knife and fork,4,1,3a,Unpredictable,1U,1,What did you buy from the shop?,A knife and fork,4,0.32,a knife and fork,4,0,1,2,4,0,4,0,1
16,96632,8,Plausible,5.18,James bond,2,13,3a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,James Bond,2,0,1,2,2,0,2,0,1
25,96632,9,Plausible,6.09,New York,2,17,3a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,New York,2,0,1,2,2,0,2,0,1
7,96632,10,Plausible,6.55,Black and white,3,4,3a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,Black and White,3,0,1,2,3,0,3,0,1
12,96632,11,Plausible,6.27,Harry Potter,2,10,3a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,Harry Potter,2,0,1,3,2,0,2,0,1
21,96632,12,Plausible,5.82,The North Pole,3,23,3a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,the North Pole,3,0,1,3,3,0,3,0,1
14,96632,13,Plausible,4.91,Robin hood,2,31,3a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,robin Hood,2,0,1,3,2,0,2,0,1
27,96632,14,Plausible,6.55,Snow White,2,19,3a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,Snow White,2,0,1,3,2,0,2,0,1
25,61072,1,Plausible,7,New York,2,17,1a,Predictable,17P,17,Which city is the statue of liberty in?,New York,2,0.97,New York,2,0,1,1,2,0,2,0,1
8,61072,2,Plausible,6.46,A knife and fork,4,1,1a,Predictable,1P,1,Which cutlery should I use to cut my food?,A knife and fork,4,0.82,Knife and fork,3,1,0.75,1,3,1,3,1,0.75
7,61072,3,Plausible,6.91,Black and white,3,4,1a,Predictable,4P,4,What colours are pandas?,Black and white,3,0.98,black and white,3,0,1,1,3,0,3,0,1
27,61072,4,Plausible,6.91,Snow White,2,19,1a,Predictable,19P,19,Which fictional character lived with seven dwarves?,Snow White,2,1,snow white,2,0,1,1,2,0,2,0,1
14,61072,5,Plausible,5.82,Robin hood,2,31,1a,Predictable,31P,31,Who leads a gang of outlaws in Sherwood Forest?,Robin Hood,2,1,robin hood,2,0,1,1,2,0,2,0,1
4,61072,6,Plausible,6.27,Twice a day,3,30,1a,Predictable,30P,30,How often does the dentist tell you to brush your teeth?,Twice a day,3,0.82,twice a day,3,0,1,2,3,0,3,0,1
1,61072,7,Plausible,6.91,Ham and pineapple,3,9,1a,Predictable,9P,9,"As well as cheese and tomato, which two toppings are usually on a Hawaiian pizza?",Ham and Pineapple,3,0.89,ham and pineapple,3,0,1,2,3,0,3,0,1
12,61072,8,Plausible,6.82,Harry Potter,2,10,1a,Predictable,10P,10,Which young wizard defeated Lord Voldemort?,Harry Potter,2,0.98,harry potter,2,0,1,2,2,0,2,0,1
28,61072,9,Plausible,6.91,Donald Trump,2,8,1a,Predictable,8P,8,Who is the newly elected president of America?,Donald Trump,2,0.94,donald trump,2,0,1,2,2,0,2,0,1
21,61072,10,Plausible,5.27,The North Pole,3,23,1a,Predictable,23P,23,Where does Father Christmas live?,The Northe Pole,3,0.81,the north pole,3,0,1,2,3,0,3,0,1
16,61072,11,Plausible,7,James bond,2,13,1a,Predictable,13P,13,Which character starred in the famous 007 films?,James Bond,2,0.95,james bond,2,0,1,3,2,0,2,0,1
3,61072,12,Plausible,6.64,It hit an iceberg,4,12,1a,Predictable,12P,12,How did The Titanic sink?,It hit an iceberg,4,0.72,it hit an iceberg ,4,0,1,3,4,0,4,0,1
19,61072,13,Plausible,6.27,The Eiffel Tower,3,22,1a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,the eiffal tower,3,0,1,3,3,0,3,0,1
5,61072,14,Plausible,6.27,Molly and Arthur,3,15,1a,Predictable,15P,15,What are the names of Ron Weasley's mum and dad?,Molly and Arthur,3,0.67,molly and arthur,3,0,1,3,3,0,3,0,1
17,27559,1,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,December,0,4,0,1,1,2,1,2,0.333333333
13,27559,2,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,"New Year
",0,2,0,1,0,3,0,3,0
29,27559,3,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,"
I don't know",0,3,0,1,0,2,0,2,0
20,27559,4,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,Thames river,0,2,0,1,1,1,1,1,0.5
15,27559,5,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,Big Ben,0,3,0,1,2,0,2,0,1
31,27559,6,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,Buzz,0,3,0,2,1,1,1,1,0.5
6,27559,7,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,Northern lights,0,3,0,2,2,1,2,1,0.666666667
24,27559,8,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,Buckingham palace,0,3,0,2,2,0,2,0,1
10,27559,9,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,Nile,0,2,0,2,0,3,0,3,0
22,27559,10,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,The White House,0,3,0,2,3,0,3,0,1
2,27559,11,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,Hoghwarts,0,4,0,3,0,2,0,2,0
9,27559,12,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,The tube,0,2,0,3,2,0,2,0,1
18,27559,13,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,31st,0,2,0,3,2,1,2,1,0.666666667
23,27559,14,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,Downing street,0,2,0,3,2,1,2,1,0.666666667
3,99299,1,Plausible,6.09,It hit an iceberg,4,12,3a,Unpredictable,12U,12,What happened to your boat?,It hit an iceberg,4,0.58,It sank there,1,3,0.25,1,1,3,1,3,0.25
7,99299,2,Plausible,6.55,Black and white,3,4,3a,Unpredictable,4U,4,What colours should I paint the wall?,Black and white,3,0.41,black and white,3,0,1,1,3,0,3,0,1
1,99299,3,Plausible,4.91,Ham and pineapple,3,9,3a,Unpredictable,9U,9,What would you like for dinner?,Ham and Pineapple,3,0.31,pizza,0,3,0,1,0,3,0,3,0
25,99299,4,Plausible,6.09,New York,2,17,3a,Unpredictable,17U,17,Where would you like to go shopping?,New York,2,0.24,here,0,2,0,1,0,2,0,2,0
8,99299,5,Plausible,6.27,A knife and fork,4,1,3a,Unpredictable,1U,1,What did you buy from the shop?,A knife and fork,4,0.32,a knife and fork,4,0,1,1,4,0,4,0,1
5,99299,6,Plausible,7,Molly and Arthur,3,15,3a,Unpredictable,15U,15,What are your parents called?,Molly and Arthur,3,0.21,Molly and Chris,2,1,0.666666667,2,2,1,2,1,0.666666667
28,99299,7,Plausible,6.91,Donald Trump,2,8,3a,Unpredictable,8U,8,Who did you see interviewed on television recently?,Donald Trump,2,0.21,Donald Trump,2,0,1,2,2,0,2,0,1
21,99299,8,Plausible,5.82,The North Pole,3,23,3a,Unpredictable,23U,23,Where would you like to go on holiday?,The Northe Pole,3,0.15,The North Pole,3,0,1,2,3,0,3,0,1
4,99299,9,Plausible,6.64,Twice a day,3,30,3a,Unpredictable,30U,30,How often do you go outside for a walk?,Twice a day,3,0.54,Twice a day,3,0,1,2,3,0,3,0,1
16,99299,10,Plausible,5.18,James bond,2,13,3a,Unpredictable,13U,13,What is your favourite film?,James Bond,2,0.22,James Bond,2,0,1,2,2,0,2,0,1
12,99299,11,Plausible,6.27,Harry Potter,2,10,3a,Unpredictable,10U,10,What is the name of your favourite book?,Harry Potter,2,0.35,Harry Potter,2,0,1,3,2,0,2,0,1
14,99299,12,Plausible,4.91,Robin hood,2,31,3a,Unpredictable,31U,31,What is your best friend called?,Robin Hood,2,0.12,Robin Hood,2,0,1,3,2,0,2,0,1
27,99299,13,Plausible,6.55,Snow White,2,19,3a,Unpredictable,19U,19,Who is your favourite fictional character?,Snow White,2,0.11,Snow White,2,0,1,3,2,0,2,0,1
19,99299,14,Plausible,5.1,The Eiffel Tower,3,22,3a,Unpredictable,22U,22,Where are you going at Christmas?,The Eiffel Tower,3,0.51,The Eiiffel Tower,3,0,1,3,3,0,3,0,1
17,58512,1,Implausible,1.09,A knife and fork,4,1,2b,Predictable,7P,7,When do you celebrate Christmas?,December twenty fifth,3,0.9,Knife and fork.,3,1,0.75,1,3,0,3,0,1
22,58512,2,Implausible,1.09,Molly and Arthur,3,15,2b,Predictable,27P,27,Where does the president of America live?,The White House,3,0.84,North antartica,0,3,0,1,0,3,0,3,0
9,58512,3,Implausible,1.36,Hillary Clinton,2,11,2b,Predictable,26P,26,What is London's underground railway also known as?,The Tube,2,0.71,Not sure,0,2,0,1,0,2,0,2,0
18,58512,4,Implausible,1.36,Robin hood,2,31,2b,Predictable,18P,18,When do you celebrate Halloween?,October thirty first,3,0.89,robin hood,2,0,1,1,0,3,0,3,0
20,58512,5,Implausible,1.09,Donald Trump,2,8,2b,Predictable,25P,25,Which river runs through London?,The Thames,2,0.69,Not sure,0,2,0,1,0,2,0,2,0
13,58512,6,Implausible,1.36,Harry Potter,2,10,2b,Predictable,16P,16,What is the thirty first of December?,New Years Eve,3,0.8,harry potter,2,0,1,2,0,3,0,3,0
29,58512,7,Implausible,1,The North Pole,3,23,2b,Predictable,2P,2,Who is the best Scottish tennis player?,Andy Murray,2,0.89,north pole,2,1,0.666666667,2,0,2,0,2,0
15,58512,8,Implausible,1.27,Twice a day,3,30,2b,Predictable,3P,3,Which famous clock is in London?,Big Ben,2,1,twice a day,3,0,1,2,0,2,0,2,0
6,58512,9,Implausible,1.73,Ham and pineapple,3,9,2b,Predictable,24P,24,What is Aurora Borealis commonly known as?,The Northern Lights,3,0.85,Orange pineapple,1,2,0.333333333,2,0,3,0,3,0
2,58512,10,Implausible,1.09,It hit an iceberg,4,12,2b,Predictable,14P,14,At which train station will you find platform nine and three quarters?,Kings Cross,2,0.74,lettuce iceberg,1,3,0.25,2,0,2,0,2,0
31,58512,11,Implausible,1.27,The Eiffel Tower,3,22,2b,Predictable,6P,6,Which space ranger starred in Toy Story?,Buzz Lightyear,2,0.93,the eiffel tower,2,1,0.666666667,3,0,2,0,2,0
23,58512,12,Implausible,1.27,James bond,2,13,2b,Predictable,20P,20,Where does the prime minister live?,Ten Downing Street,3,0.8,james bond,2,0,1,3,0,3,0,3,0
10,58512,13,Implausible,1.91,Snow White,2,19,2b,Predictable,21P,21,What is the longest river in the world?,The Amazon river,3,0.63,snow white,2,0,1,3,0,3,0,3,0
24,58512,14,Implausible,1.27,Black and white,3,4,2b,Predictable,5P,5,Where does the Queen live?,Buckingham Palace,2,0.72,"black and white
black and white",3,0,1,3,0,2,0,2,0
19,18881,1,Plausible,6.27,The Eiffel Tower,3,22,1a,Predictable,22P,22,Which tall building is in Paris?,The Eiffel Tower,3,0.82,yes i did,0,3,0,1,0,3,0,3,0
